p:1,5,2
p:2,13,7
p:3,9,4
p:4,5,3
p:5,7,4
p:6,8,5
p:7,4,5
p:8,6,7
p:9,5,9
p:10,9,14
p:11,9,14
p:12,9,15
p:13,7,17
p:14,9,17
p:15,5,17
